NCBITaxon_108151 | unidentified eubacterium clone BSV03
NCBITaxon_1010967 | bacterium enrichment culture clone ALO1_GLFRUDD03F1GI5
NCBITaxon_1010968 | bacterium enrichment culture clone ALO1_GLFRUDD03F1HCJ
NCBITaxon_1010969 | bacterium enrichment culture clone ALO1_GLFRUDD03F1HDJ
NCBITaxon_1010970 | bacterium enrichment culture clone ALO1_GLFRUDD03F1HP6
NCBITaxon_1010971 | bacterium enrichment culture clone ALO1_GLFRUDD03F1HQP
NCBITaxon_1010972 | bacterium enrichment culture clone ALO1_GLFRUDD03F1IOT
NCBITaxon_1010973 | bacterium enrichment culture clone ALO1_GLFRUDD03F1JI6
NCBITaxon_1010974 | bacterium enrichment culture clone ALO1_GLFRUDD03F1JP4
NCBITaxon_1010975 | bacterium enrichment culture clone ALO1_GLFRUDD03F1K3F
NCBITaxon_1010976 | bacterium enrichment culture clone ALO1_GLFRUDD03F1KJZ
NCBITaxon_1010977 | bacterium enrichment culture clone ALO1_GLFRUDD03F1KQ2
NCBITaxon_1010978 | bacterium enrichment culture clone ALO1_GLFRUDD03F1L27
NCBITaxon_1010979 | bacterium enrichment culture clone ALO1_GLFRUDD03F1L8O
NCBITaxon_1010980 | bacterium enrichment culture clone ALO1_GLFRUDD03F1LCH
NCBITaxon_1010981 | bacterium enrichment culture clone ALO1_GLFRUDD03F1LPG
NCBITaxon_1010982 | bacterium enrichment culture clone ALO1_GLFRUDD03F1LU6
NCBITaxon_1010983 | bacterium enrichment culture clone ALO1_GLFRUDD03F1M4M
NCBITaxon_1010984 | bacterium enrichment culture clone ALO1_GLFRUDD03F1MB1
NCBITaxon_1010985 | bacterium enrichment culture clone ALO1_GLFRUDD03F1N42
NCBITaxon_1010986 | bacterium enrichment culture clone ALO1_GLFRUDD03F1NP1
NCBITaxon_1010987 | bacterium enrichment culture clone ALO1_GLFRUDD03F1OL5
NCBITaxon_1010988 | bacterium enrichment culture clone ALO1_GLFRUDD03F1OX6
NCBITaxon_1010989 | bacterium enrichment culture clone ALO1_GLFRUDD03F1PIJ
NCBITaxon_1010990 | bacterium enrichment culture clone ALO1_GLFRUDD03F1Q5U
NCBITaxon_1010991 | bacterium enrichment culture clone ALO1_GLFRUDD03F1Q8N
NCBITaxon_1010992 | bacterium enrichment culture clone ALO1_GLFRUDD03F1RPT
NCBITaxon_1010993 | bacterium enrichment culture clone ALO1_GLFRUDD03F1RQH
NCBITaxon_1010994 | bacterium enrichment culture clone ALO1_GLFRUDD03F1SOJ
NCBITaxon_1010995 | bacterium enrichment culture clone ALO1_GLFRUDD03F1SR3
NCBITaxon_1010996 | bacterium enrichment culture clone ALO1_GLFRUDD03F1TW0
NCBITaxon_1010997 | bacterium enrichment culture clone ALO1_GLFRUDD03F1UN8
NCBITaxon_1010998 | bacterium enrichment culture clone ALO1_GLFRUDD03F1VPK
NCBITaxon_1010999 | bacterium enrichment culture clone ALO1_GLFRUDD03F1VV5
NCBITaxon_1011000 | bacterium enrichment culture clone ALO1_GLFRUDD03F1VYK
NCBITaxon_1011001 | bacterium enrichment culture clone ALO1_GLFRUDD03F1X1S
NCBITaxon_1011002 | bacterium enrichment culture clone ALO1_GLFRUDD03F1X1Z
NCBITaxon_1011003 | bacterium enrichment culture clone ALO1_GLFRUDD03F1X72
NCBITaxon_1011004 | bacterium enrichment culture clone ALO1_GLFRUDD03F1XE4
NCBITaxon_1011005 | bacterium enrichment culture clone ALO1_GLFRUDD03F1XFF
NCBITaxon_1011006 | bacterium enrichment culture clone ALO1_GLFRUDD03F1XJO
NCBITaxon_1011007 | bacterium enrichment culture clone ALO1_GLFRUDD03F1XNI
NCBITaxon_1011008 | bacterium enrichment culture clone ALO1_GLFRUDD03F1XPR
NCBITaxon_1011009 | bacterium enrichment culture clone ALO1_GLFRUDD03F1XZ7
NCBITaxon_1011010 | bacterium enrichment culture clone ALO1_GLFRUDD03F1ZJB
NCBITaxon_1011011 | bacterium enrichment culture clone ALO1_GLFRUDD03F200L
NCBITaxon_1011012 | bacterium enrichment culture clone ALO1_GLFRUDD03F202N
NCBITaxon_1011013 | bacterium enrichment culture clone ALO1_GLFRUDD03F20AO
NCBITaxon_1011014 | bacterium enrichment culture clone ALO1_GLFRUDD03F20BV
NCBITaxon_1011015 | bacterium enrichment culture clone ALO1_GLFRUDD03F20RA
NCBITaxon_1011016 | bacterium enrichment culture clone ALO1_GLFRUDD03F20RX
NCBITaxon_1011017 | bacterium enrichment culture clone ALO1_GLFRUDD03F20UH
NCBITaxon_1011018 | bacterium enrichment culture clone ALO1_GLFRUDD03F20YM
NCBITaxon_1011019 | bacterium enrichment culture clone ALO1_GLFRUDD03F21BR
NCBITaxon_1011020 | bacterium enrichment culture clone ALO1_GLFRUDD03F21KC
NCBITaxon_1011021 | bacterium enrichment culture clone ALO1_GLFRUDD03F221C
NCBITaxon_1011022 | bacterium enrichment culture clone ALO1_GLFRUDD03F22KQ
NCBITaxon_1011023 | bacterium enrichment culture clone ALO1_GLFRUDD03F22NI
NCBITaxon_1011024 | bacterium enrichment culture clone ALO1_GLFRUDD03F238W
NCBITaxon_1011025 | bacterium enrichment culture clone ALO1_GLFRUDD03F249P
NCBITaxon_1011026 | bacterium enrichment culture clone ALO1_GLFRUDD03F254O
NCBITaxon_1011027 | bacterium enrichment culture clone ALO1_GLFRUDD03F25AI
NCBITaxon_1011028 | bacterium enrichment culture clone ALO1_GLFRUDD03F25UJ
NCBITaxon_1011029 | bacterium enrichment culture clone ALO1_GLFRUDD03F26Q8
NCBITaxon_1011030 | bacterium enrichment culture clone ALO1_GLFRUDD03F26SY
NCBITaxon_1011031 | bacterium enrichment culture clone ALO1_GLFRUDD03F285S
NCBITaxon_1011032 | bacterium enrichment culture clone ALO1_GLFRUDD03F28MC
NCBITaxon_1011033 | bacterium enrichment culture clone ALO1_GLFRUDD03F296X
NCBITaxon_1011034 | bacterium enrichment culture clone ALO1_GLFRUDD03F29C9
NCBITaxon_1011035 | bacterium enrichment culture clone ALO1_GLFRUDD03F29TG
NCBITaxon_1011036 | bacterium enrichment culture clone ALO1_GLFRUDD03F2BF1
NCBITaxon_1011037 | bacterium enrichment culture clone ALO1_GLFRUDD03F2BMI
NCBITaxon_1011038 | bacterium enrichment culture clone ALO1_GLFRUDD03F2BN9
NCBITaxon_1011039 | bacterium enrichment culture clone ALO1_GLFRUDD03F2BQX
NCBITaxon_1011040 | bacterium enrichment culture clone ALO1_GLFRUDD03F2BWF
NCBITaxon_1011041 | bacterium enrichment culture clone ALO1_GLFRUDD03F2CS6
NCBITaxon_1011042 | bacterium enrichment culture clone ALO1_GLFRUDD03F2D05
NCBITaxon_1011043 | bacterium enrichment culture clone ALO1_GLFRUDD03F2DU4
NCBITaxon_1011044 | bacterium enrichment culture clone ALO1_GLFRUDD03F2DZK
NCBITaxon_1011045 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ECY
NCBITaxon_1011046 | bacterium enrichment culture clone ALO1_GLFRUDD03F2EE7
NCBITaxon_1011047 | bacterium enrichment culture clone ALO1_GLFRUDD03F2F9S
NCBITaxon_1011048 | bacterium enrichment culture clone ALO1_GLFRUDD03F2FA5
NCBITaxon_1011049 | bacterium enrichment culture clone ALO1_GLFRUDD03F2HG2
NCBITaxon_1011050 | bacterium enrichment culture clone ALO1_GLFRUDD03F2HGB
NCBITaxon_1011051 | bacterium enrichment culture clone ALO1_GLFRUDD03F2HHU
NCBITaxon_1011052 | bacterium enrichment culture clone ALO1_GLFRUDD03F2I45
NCBITaxon_1011053 | bacterium enrichment culture clone ALO1_GLFRUDD03F2I4Y
NCBITaxon_1011054 | bacterium enrichment culture clone ALO1_GLFRUDD03F2I9F
NCBITaxon_1011055 | bacterium enrichment culture clone ALO1_GLFRUDD03F2IPN
NCBITaxon_1011056 | bacterium enrichment culture clone ALO1_GLFRUDD03F2J21
NCBITaxon_1011057 | bacterium enrichment culture clone ALO1_GLFRUDD03F2J66
NCBITaxon_1011058 | bacterium enrichment culture clone ALO1_GLFRUDD03F2JCH
NCBITaxon_1011059 | bacterium enrichment culture clone ALO1_GLFRUDD03F2JJX
NCBITaxon_1011060 | bacterium enrichment culture clone ALO1_GLFRUDD03F2LWM
NCBITaxon_1011061 | bacterium enrichment culture clone ALO1_GLFRUDD03F2MC7
NCBITaxon_1011062 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ME5
NCBITaxon_1011063 | bacterium enrichment culture clone ALO1_GLFRUDD03F2MT2
NCBITaxon_1011064 | bacterium enrichment culture clone ALO1_GLFRUDD03F2MW2
NCBITaxon_1011065 | bacterium enrichment culture clone ALO1_GLFRUDD03F2N80
NCBITaxon_1011066 | bacterium enrichment culture clone ALO1_GLFRUDD03F2NO9
NCBITaxon_1011067 | bacterium enrichment culture clone ALO1_GLFRUDD03F2NQ9
NCBITaxon_1011068 | bacterium enrichment culture clone ALO1_GLFRUDD03F2NSE
NCBITaxon_1011069 | bacterium enrichment culture clone ALO1_GLFRUDD03F2OID
NCBITaxon_1011070 | bacterium enrichment culture clone ALO1_GLFRUDD03F2OKW
NCBITaxon_1011071 | bacterium enrichment culture clone ALO1_GLFRUDD03F2OSO
NCBITaxon_1011072 | bacterium enrichment culture clone ALO1_GLFRUDD03F2QPI
NCBITaxon_1011073 | bacterium enrichment culture clone ALO1_GLFRUDD03F2RL8
NCBITaxon_1011074 | bacterium enrichment culture clone ALO1_GLFRUDD03F2RQ1
NCBITaxon_1011075 | bacterium enrichment culture clone ALO1_GLFRUDD03F2RQL
NCBITaxon_1011076 | bacterium enrichment culture clone ALO1_GLFRUDD03F2S6R
NCBITaxon_1011077 | bacterium enrichment culture clone ALO1_GLFRUDD03F2SM0
NCBITaxon_1011078 | bacterium enrichment culture clone ALO1_GLFRUDD03F2T4S
NCBITaxon_1011079 | bacterium enrichment culture clone ALO1_GLFRUDD03F2T82
NCBITaxon_1011080 | bacterium enrichment culture clone ALO1_GLFRUDD03F2TO0
NCBITaxon_1011081 | bacterium enrichment culture clone ALO1_GLFRUDD03F2U0Q
NCBITaxon_1011082 | bacterium enrichment culture clone ALO1_GLFRUDD03F2UHD
NCBITaxon_1011083 | bacterium enrichment culture clone ALO1_GLFRUDD03F2V9D
NCBITaxon_1011084 | bacterium enrichment culture clone ALO1_GLFRUDD03F2VYV
NCBITaxon_1011085 | bacterium enrichment culture clone ALO1_GLFRUDD03F2WE6
NCBITaxon_1011086 | bacterium enrichment culture clone ALO1_GLFRUDD03F2XML
NCBITaxon_1011087 | bacterium enrichment culture clone ALO1_GLFRUDD03F2XZ8
NCBITaxon_1011088 | bacterium enrichment culture clone ALO1_GLFRUDD03F2Z6Z
NCBITaxon_1011089 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ZCI
NCBITaxon_1011090 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ZKB
NCBITaxon_1011091 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ZLF
NCBITaxon_1011092 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ZLM
NCBITaxon_1011093 | bacterium enrichment culture clone ALO1_GLFRUDD03F2ZTO
NCBITaxon_1011094 | bacterium enrichment culture clone ALO1_GLFRUDD03F302O
NCBITaxon_1011095 | bacterium enrichment culture clone ALO1_GLFRUDD03F30AG
NCBITaxon_1011096 | bacterium enrichment culture clone ALO1_GLFRUDD03F30YU
NCBITaxon_1011097 | bacterium enrichment culture clone ALO1_GLFRUDD03F30ZX
NCBITaxon_1011098 | bacterium enrichment culture clone ALO1_GLFRUDD03F314M
NCBITaxon_1011099 | bacterium enrichment culture clone ALO1_GLFRUDD03F31OH
NCBITaxon_1011100 | bacterium enrichment culture clone ALO1_GLFRUDD03F3217
NCBITaxon_1011101 | bacterium enrichment culture clone ALO1_GLFRUDD03F32B3
NCBITaxon_1011102 | bacterium enrichment culture clone ALO1_GLFRUDD03F32BU
NCBITaxon_1011103 | bacterium enrichment culture clone ALO1_GLFRUDD03F334C
NCBITaxon_1011104 | bacterium enrichment culture clone ALO1_GLFRUDD03F33BR
NCBITaxon_1011105 | bacterium enrichment culture clone ALO1_GLFRUDD03F33E2
NCBITaxon_1011106 | bacterium enrichment culture clone ALO1_GLFRUDD03F34KU
NCBITaxon_1011107 | bacterium enrichment culture clone ALO1_GLFRUDD03F34PV
NCBITaxon_1011108 | bacterium enrichment culture clone ALO1_GLFRUDD03F35WV
NCBITaxon_1011109 | bacterium enrichment culture clone ALO1_GLFRUDD03F35Y7
NCBITaxon_1011110 | bacterium enrichment culture clone ALO1_GLFRUDD03F3677
NCBITaxon_1011111 | bacterium enrichment culture clone ALO1_GLFRUDD03F36DB
NCBITaxon_1011112 | bacterium enrichment culture clone ALO1_GLFRUDD03F36FI
NCBITaxon_1011113 | bacterium enrichment culture clone ALO1_GLFRUDD03F36GX
NCBITaxon_1011114 | bacterium enrichment culture clone ALO1_GLFRUDD03F3768
NCBITaxon_1011115 | bacterium enrichment culture clone ALO1_GLFRUDD03F37OX
NCBITaxon_1011116 | bacterium enrichment culture clone ALO1_GLFRUDD03F37Q3
NCBITaxon_1011117 | bacterium enrichment culture clone ALO1_GLFRUDD03F37QO
NCBITaxon_1011118 | bacterium enrichment culture clone ALO1_GLFRUDD03F37UN
NCBITaxon_1011120 | bacterium enrichment culture clone ALO1_GLFRUDD03F38FZ
NCBITaxon_1011121 | bacterium enrichment culture clone ALO1_GLFRUDD03F38IY
NCBITaxon_1011122 | bacterium enrichment culture clone ALO1_GLFRUDD03F38PA
NCBITaxon_1011123 | bacterium enrichment culture clone ALO1_GLFRUDD03F38XB
NCBITaxon_1011124 | bacterium enrichment culture clone ALO1_GLFRUDD03F3ALA
NCBITaxon_1011125 | bacterium enrichment culture clone ALO1_GLFRUDD03F3AX3
NCBITaxon_1011126 | bacterium enrichment culture clone ALO1_GLFRUDD03F3AXT
NCBITaxon_1011127 | bacterium enrichment culture clone ALO1_GLFRUDD03F3BRN
NCBITaxon_1011128 | bacterium enrichment culture clone ALO1_GLFRUDD03F3C5P
NCBITaxon_1011129 | bacterium enrichment culture clone ALO1_GLFRUDD03F3C5Z
NCBITaxon_1011130 | bacterium enrichment culture clone ALO1_GLFRUDD03F3C90
NCBITaxon_1011131 | bacterium enrichment culture clone ALO1_GLFRUDD03F3CT1
NCBITaxon_1011132 | bacterium enrichment culture clone ALO1_GLFRUDD03F3D1J
NCBITaxon_1011133 | bacterium enrichment culture clone ALO1_GLFRUDD03F3DO6
NCBITaxon_1011134 | bacterium enrichment culture clone ALO1_GLFRUDD03F3DVJ
NCBITaxon_1011135 | bacterium enrichment culture clone ALO1_GLFRUDD03F3EUI
NCBITaxon_1011136 | bacterium enrichment culture clone ALO1_GLFRUDD03F3FFN
NCBITaxon_1011137 | bacterium enrichment culture clone ALO1_GLFRUDD03F3FGF
NCBITaxon_1011138 | bacterium enrichment culture clone ALO1_GLFRUDD03F3FVH
NCBITaxon_1011139 | bacterium enrichment culture clone ALO1_GLFRUDD03F3GA4
NCBITaxon_1011140 | bacterium enrichment culture clone ALO1_GLFRUDD03F3GA8
NCBITaxon_1011141 | bacterium enrichment culture clone ALO1_GLFRUDD03F3GYJ
NCBITaxon_1011142 | bacterium enrichment culture clone ALO1_GLFRUDD03F3H86
NCBITaxon_1011143 | bacterium enrichment culture clone ALO1_GLFRUDD03F3HYF
NCBITaxon_1011144 | bacterium enrichment culture clone ALO1_GLFRUDD03F3I7Q
NCBITaxon_1011145 | bacterium enrichment culture clone ALO1_GLFRUDD03F3IRO
NCBITaxon_1011146 | bacterium enrichment culture clone ALO1_GLFRUDD03F3JAS
NCBITaxon_1011147 | bacterium enrichment culture clone ALO1_GLFRUDD03F3JJH
NCBITaxon_1011148 | bacterium enrichment culture clone ALO1_GLFRUDD03F3JZH
NCBITaxon_1011149 | bacterium enrichment culture clone ALO1_GLFRUDD03F3KCA
NCBITaxon_1011150 | bacterium enrichment culture clone ALO1_GLFRUDD03F3KE4
NCBITaxon_1011151 | bacterium enrichment culture clone ALO1_GLFRUDD03F3LH1
NCBITaxon_1011152 | bacterium enrichment culture clone ALO1_GLFRUDD03F3LWZ
NCBITaxon_1011153 | bacterium enrichment culture clone ALO1_GLFRUDD03F3MB8
NCBITaxon_1011154 | bacterium enrichment culture clone ALO1_GLFRUDD03F3NAX
NCBITaxon_1011155 | bacterium enrichment culture clone ALO1_GLFRUDD03F3NGP
NCBITaxon_1011156 | bacterium enrichment culture clone ALO1_GLFRUDD03F3NMM
NCBITaxon_1011157 | bacterium enrichment culture clone ALO1_GLFRUDD03F3O1H
NCBITaxon_1011158 | bacterium enrichment culture clone ALO1_GLFRUDD03F3OJE
NCBITaxon_1011159 | bacterium enrichment culture clone ALO1_GLFRUDD03F3P1P
NCBITaxon_1011160 | bacterium enrichment culture clone ALO1_GLFRUDD03F3POS
NCBITaxon_1011161 | bacterium enrichment culture clone ALO1_GLFRUDD03F3PQQ
NCBITaxon_1011162 | bacterium enrichment culture clone ALO1_GLFRUDD03F3PS1
NCBITaxon_1011163 | bacterium enrichment culture clone ALO1_GLFRUDD03F3R2L
NCBITaxon_1011164 | bacterium enrichment culture clone ALO1_GLFRUDD03F3ROE
NCBITaxon_1011165 | bacterium enrichment culture clone ALO1_GLFRUDD03F3RSN
NCBITaxon_1011166 | bacterium enrichment culture clone ALO1_GLFRUDD03F3STO
NCBITaxon_1011167 | bacterium enrichment culture clone ALO1_GLFRUDD03F3U5C
NCBITaxon_1011168 | bacterium enrichment culture clone ALO1_GLFRUDD03F3VKX
NCBITaxon_1011169 | bacterium enrichment culture clone ALO1_GLFRUDD03F3WBT
NCBITaxon_1011170 | bacterium enrichment culture clone ALO1_GLFRUDD03F3WDD
NCBITaxon_1011171 | bacterium enrichment culture clone ALO1_GLFRUDD03F3WS0
NCBITaxon_1011172 | bacterium enrichment culture clone ALO1_GLFRUDD03F3X9P
NCBITaxon_1011173 | bacterium enrichment culture clone ALO1_GLFRUDD03F3Y0T
NCBITaxon_1011174 | bacterium enrichment culture clone ALO1_GLFRUDD03F3YB3
NCBITaxon_1011175 | bacterium enrichment culture clone ALO1_GLFRUDD03F3YWP
NCBITaxon_1011176 | bacterium enrichment culture clone ALO1_GLFRUDD03F3YZE
NCBITaxon_1011177 | bacterium enrichment culture clone ALO1_GLFRUDD03F3Z41
NCBITaxon_1011178 | bacterium enrichment culture clone ALO1_GLFRUDD03F3ZBJ
NCBITaxon_1011179 | bacterium enrichment culture clone ALO1_GLFRUDD03F3ZFX
NCBITaxon_1011180 | bacterium enrichment culture clone ALO1_GLFRUDD03F3ZZ9
NCBITaxon_1011181 | bacterium enrichment culture clone ALO1_GLFRUDD03F40GS
NCBITaxon_1011182 | bacterium enrichment culture clone ALO1_GLFRUDD03F40ME
NCBITaxon_1011183 | bacterium enrichment culture clone ALO1_GLFRUDD03F4100
NCBITaxon_1011184 | bacterium enrichment culture clone ALO1_GLFRUDD03F419K
NCBITaxon_1011185 | bacterium enrichment culture clone ALO1_GLFRUDD03F41LK
NCBITaxon_1011186 | bacterium enrichment culture clone ALO1_GLFRUDD03F41S0
NCBITaxon_1011187 | bacterium enrichment culture clone ALO1_GLFRUDD03F42YQ
NCBITaxon_1011188 | bacterium enrichment culture clone ALO1_GLFRUDD03F43EF
NCBITaxon_1011189 | bacterium enrichment culture clone ALO1_GLFRUDD03F447B
NCBITaxon_1011190 | bacterium enrichment culture clone ALO1_GLFRUDD03F452Y
NCBITaxon_1011191 | bacterium enrichment culture clone ALO1_GLFRUDD03F466U
NCBITaxon_1011192 | bacterium enrichment culture clone ALO1_GLFRUDD03F46MQ
NCBITaxon_1011193 | bacterium enrichment culture clone ALO1_GLFRUDD03F46OK
NCBITaxon_1011194 | bacterium enrichment culture clone ALO1_GLFRUDD03F47H9
NCBITaxon_1011195 | bacterium enrichment culture clone ALO1_GLFRUDD03F47LY
NCBITaxon_1011196 | bacterium enrichment culture clone ALO1_GLFRUDD03F47RV
NCBITaxon_1011197 | bacterium enrichment culture clone ALO1_GLFRUDD03F486I
NCBITaxon_1011198 | bacterium enrichment culture clone ALO1_GLFRUDD03F48DO
NCBITaxon_1011199 | bacterium enrichment culture clone ALO1_GLFRUDD03F48EX
NCBITaxon_1011200 | bacterium enrichment culture clone ALO1_GLFRUDD03F48KM
NCBITaxon_1011201 | bacterium enrichment culture clone ALO1_GLFRUDD03F4916
NCBITaxon_1011202 | bacterium enrichment culture clone ALO1_GLFRUDD03F494G
NCBITaxon_1011203 | bacterium enrichment culture clone ALO1_GLFRUDD03F496S
NCBITaxon_1011204 | bacterium enrichment culture clone ALO1_GLFRUDD03F49OK
NCBITaxon_1011205 | bacterium enrichment culture clone ALO1_GLFRUDD03F49UR
NCBITaxon_1011206 | bacterium enrichment culture clone ALO1_GLFRUDD03F49WG
NCBITaxon_1011207 | bacterium enrichment culture clone ALO1_GLFRUDD03F4ATS
NCBITaxon_1011208 | bacterium enrichment culture clone ALO1_GLFRUDD03F4B8I
NCBITaxon_1011209 | bacterium enrichment culture clone ALO1_GLFRUDD03F4CQT
NCBITaxon_1011210 | bacterium enrichment culture clone ALO1_GLFRUDD03F4DYV
NCBITaxon_1011211 | bacterium enrichment culture clone ALO1_GLFRUDD03F4EK5
NCBITaxon_1011212 | bacterium enrichment culture clone ALO1_GLFRUDD03F4F7U
NCBITaxon_1011213 | bacterium enrichment culture clone ALO1_GLFRUDD03F4FAF
NCBITaxon_1011214 | bacterium enrichment culture clone ALO1_GLFRUDD03F4FJB
NCBITaxon_1011215 | bacterium enrichment culture clone ALO1_GLFRUDD03F4FKZ
NCBITaxon_1011216 | bacterium enrichment culture clone ALO1_GLFRUDD03F4FN8
NCBITaxon_1011217 | bacterium enrichment culture clone ALO1_GLFRUDD03F4FWD
NCBITaxon_1011218 | bacterium enrichment culture clone ALO1_GLFRUDD03F4G10
NCBITaxon_1011219 | bacterium enrichment culture clone ALO1_GLFRUDD03F4HJL
NCBITaxon_1011220 | bacterium enrichment culture clone ALO1_GLFRUDD03F4I1W
